name,Species,chao,chao.se,jack1,jack1.se,jack2,boot,boot.se,n,tf_id
1,84,101.47272727272727,8.410878970050364,108.8,18.521339044464362,117.5,95.99584,13.168920331386392,5,85
2,70,77.0909090909091,5.208932973245057,82,9.114654303753,84.46794871794872,76.31099655608138,7.116598958328456,13,86
3,125,154.05434782608694,14.982010124243976,150.82608695652175,11.481883486309846,165.0197628458498,136.6661505937102,8.009738872688091,23,87
4,63,76.12727272727273,8.066735174695069,78.2,12.687001221722964,84.64999999999999,70.37952,8.847578457951071,5,88
5,107,135.23333333333335,16.516797005876573,127.53333333333333,8.113637353931411,140.16190476190476,116.18165606882548,5.203989282161058,15,89
6,58,73.15151515151516,9.051798330134913,74.66666666666667,11.20515754264774,82.13333333333334,66.01427469135803,8.230586353362348,6,91
7,33,33,0,33,0,33,33,0,1,92
8,59,74.9014423076923,9.138649573399997,78.6875,12.311865465882901,86.44583333333333,68.17332844924357,8.452166258817503,16,93
9,131,163.9574074074074,14.307094900998345,166.62962962962962,11.428311774436214,183.08262108262107,147.6430598553798,7.212140866207993,27,94
10,64,71.85714285714286,6.255027132753852,74,3.8138503569823694,77.84545454545454,68.75708837920797,2.5205876017848325,11,95
11,50,72.32142857142857,11.981708174643252,71.42857142857143,13.588710800678989,82.14285714285714,59.781022970263855,7.886023635998634,7,96
12,45,54.67901234567901,6.845065164243885,57.44444444444444,8.024653371230128,62.20833333333333,51.15802713779549,5.990508841251333,9,97
13,76,94.22916666666667,9.672180240351803,97.875,15.536750786441804,106.98214285714286,86.52108854055405,11.922403973101419,8,98
14,45,57.322916666666664,9.18457156812697,56.375,7.563274753702922,62.267857142857146,50.24374330043793,4.64748220314534,8,99
15,41,41,0,41,0,41,41,0,1,100
16,76,98.39999999999999,12.15894732285653,98.4,8.333066662399863,109.54285714285714,86.29571986284753,5.155481476238068,15,132
17,71,91.34615384615385,11.262211211865575,92.23076923076923,8.108728586525807,102.38461538461539,80.77128036598391,4.996860547306893,13,133
18,109,209.2315789473684,44.479948982612875,152.57894736842104,20.26719030280426,185.28654970760235,126.97691826533648,10.214911158273583,19,134
19,50,92.14583333333334,32.43736173523662,64.875,8.917153413505904,75.69642857142857,56.3880500793457,5.253476676330957,8,135
20,62,77.05882352941177,8.135897108824839,83.33333333333333,11.287488977066928,90.43055555555556,72.34081240602636,7.8583571380455535,9,136
21,42,46.44444444444444,3.7843080813169783,50.888888888888886,4.51061847337432,51.861111111111114,46.896774290117634,4.971636363432948,9,137
22,6,13.5,6.846531968814577,9,3.391164991562634,9,7.5,2.0615528128088303,2,138
23,73,92.23076923076923,10.151709176835464,96.07692307692308,11.083331479586384,105.59615384615384,84.07925818796049,8.04592397595373,13,139
24,64,112.234375,20.376965387019457,100.75,24.081242700492016,121.96428571428571,80.13432586193085,14.016687128308197,8,141
25,33,50.14285714285714,10.261877140610268,50.14285714285714,12.460549992775157,58.47619047619048,40.7894232602305,7.692038700533641,7,142
26,10,40,20.08316044185609,16.666666666666668,5.811865258054231,20,12.962962962962964,2.987399234085298,3,144
27,49,68.23076923076923,10.336839475457408,69,12.712198865656562,78.15,58.2752,7.39382072814861,5,145
28,46,736,205.76483340616457,76.66666666666667,35.01110934800236,92,59.629629629629626,19.320202721404435,3,146
29,3,4.5,2.25,4.5,1.3228756555322954,4.5,3.75,0.82915619758885,2,147
30,31,38,5.008326400438906,43,7.289914755527471,45.85714285714286,36.944963408103774,5.491433939258997,7,148
31,93,124.56565656565657,17.36946284168503,115.72727272727272,13.373218580678758,129.55454545454546,103.201125430208,9.566991056748128,11,149
32,46,59.20634920634921,8.728510346224121,60.85714285714286,11.677643038677605,67.45054945054945,53.10067146092601,7.796367234794953,14,150
33,77,87.90384615384616,6.8169190807358095,92.75,10.150431025330894,97.89285714285714,84.65340656042099,6.540480694252938,8,151
34,43,64.48809523809524,13.588920133878332,58.833333333333336,7.736996258956774,67.76666666666667,50.11089677640604,4.1269408185147505,6,153
35,55,83.40259740259741,14.874537789584034,78.14285714285714,15.018356115373058,90.88095238095238,65.33509847087524,8.537570048466357,7,154
36,1,1,0,1,0,1,1,0,1,155
37,84,105.6,13.853931881290185,100.8,7.281025568787225,110.76666666666668,91.41338043034213,4.62159782143498,15,156
38,52,62.47544642857143,6.358929402958146,69.64285714285714,8.041664463712644,73.26923076923077,60.78407250345843,4.962357988044617,14,161
39,76,92.74107142857143,8.893800879087044,97.42857142857143,15.364948182570004,105.76190476190476,86.35212368995913,11.546973608529694,7,164
40,42,49.38461538461539,5.021211266750648,54,7.648529270389178,57.666666666666664,47.92578125,5.265449679481177,4,165
41,12,16,4,16,4.242640687119285,16,14,2.449489742783178,2,167
42,31,40.65714285714286,7.188572077479612,41.4,7.397296803562772,46.050000000000004,35.84608,4.496290541501959,5,168
43,19,19,0,19,0,19,19,0,1,170
44,31,41.083333333333336,8.20915816498731,40.166666666666664,5.997684738482194,44.833333333333336,35.22352966392319,3.64539697310748,6,171
45,22,39.81818181818182,13.115885264860763,34.72727272727273,5.110352480929162,42.50000000000001,27.54717968049352,2.606521358114792,11,172
46,3,3,0,3,0,3,3,0,1,175
47,46,50.44444444444444,3.7843080813169783,54.888888888888886,5.239922721134043,55.861111111111114,50.730860695392906,4.456756997636004,9,176
48,45,49.44444444444444,3.7843080813169783,53.888888888888886,6.028737762778016,54.861111111111114,49.72581933837784,4.908883488209809,9,177
49,6,13.5,6.846531968814577,9,3.391164991562634,9,7.5,2.0615528128088303,2,179
50,1,1,0,1,0,1,1,0,1,180
51,29,44.42857142857143,10.115945903178556,41,10.263202878893768,45.833333333333336,34.592592592592595,5.572812703349345,3,181
52,54,60.03076923076923,4.384056852207375,65.2,7.756287771866127,67.75,59.80544,6.790009308270491,5,182
53,2,2,0,2,0,2,2,0,1,183
54,78,107.11153846153846,14.53259990316186,104.1,13.284953895290716,118.05555555555556,89.95613786960001,9.203687861130325,10,185
55,55,62.21153846153846,5.008030078865726,67.5,7.984359711335656,70.56666666666666,61.485510973936904,7.473057180360349,6,186
56,1,1,0,1,0,1,1,0,1,187
57,30,32.88461538461539,2.617841693021629,37.5,5.44288526426931,38.166666666666664,34.00390625,4.0788115292583615,4,188
58,8,8,0,8,0,8,8,0,1,189
59,1,1,0,1,0,1,1,0,1,190
60,79,95.66666666666666,11.706281947614153,92.33333333333333,6.347936380926978,99.91666666666667,85.02057098740588,3.8665193664222333,9,192
61,18,94.5,37.21822710140058,27,10.606601717798213,27,22.5,6.18465843842649,2,194
62,71,115.46153846153845,34.1839206927036,86.6923076923077,7.78710814451924,98.75,77.60715808793194,3.977880355516029,13,195
63,3,4.5,2.25,4.5,1.3228756555322954,4.5,3.75,0.82915619758885,2,196
64,4,7,3.6005951888938745,6,2,6,5,1.224744871391589,2,197
65,15,67.5,28.179114606388897,22.5,9.733961166965893,22.5,18.75,5.931905258852336,2,198
66,104,123.23076923076923,10.151709176835464,127.07692307692308,12.269170484539622,136.59615384615384,114.99607320561934,8.592865042553788,13,202
67,54,67.29230769230769,10.369404244154929,65.07692307692308,7.130233985388595,71.3525641025641,59.0538307757425,4.079407720613937,13,203
68,54,61.8,5.70999124342586,66,5.764613536983137,69.24358974358974,59.93167743617883,4.252724081459526,13,204
69,9,27,12.859821149611685,13.5,4.924428900898052,13.5,11.25,2.8613807855648994,2,205
70,23,33.714285714285715,7.597759375096443,33,7.118052168020874,36.833333333333336,27.703703703703706,3.63944251749281,3,206
71,48,82.171875,18.791796676061956,68.25,17.41228014936585,79.08333333333333,57.08203125,9.687555915917256,4,207
72,69,79.1010101010101,6.014602808985621,87.18181818181819,7.146634184375834,90.2909090909091,78.47586196192482,6.361435708778544,11,208
73,72,97.74107142857143,12.355196231698963,98.57142857142857,13.935712455151085,111.1904761904762,84.25913401000312,8.262853791554042,7,209
74,16,28,9.797958971132712,24,6.733003292241386,27.333333333333332,19.703703703703706,3.5046510347210673,3,210
75,35,163.13333333333335,87.85966925433696,59.8,27.637655472199516,77.05000000000001,45.39168000000001,14.902913365433042,5,211
76,4,6.25,3.75,5.5,1.9364916731037085,5.5,4.75,1.299038105676658,2,212
77,112,192.5925925925926,44.441152141432816,142.22222222222223,11.174817368077052,165.6470588235294,124.63659729196678,6.0600300538212295,18,214
78,133,205.8030303030303,40.49803067083001,161.1818181818182,13.35466612978462,182.12727272727275,144.8546207824511,7.421487179729805,11,215
79,87,90.66666666666667,3.0743864187593353,97,5.559594491425693,94.95454545454545,92.99829872566039,6.751580109685345,11,216
80,66,83.04545454545455,11.95614403414785,79.63636363636364,6.002754188806974,87.49090909090908,72.37293924657948,4.205961288818065,11,217
81,95,113.5625,11.75600328688496,111.5,10.422331792837916,120.43939393939394,102.38745058163221,6.105567415520623,12,218
82,38,49.23111111111111,6.796737440521809,55.733333333333334,6.674661872418041,60.12857142857143,46.64412676280079,5.295999813282512,15,219
83,54,66.27272727272728,7.709508019278781,69,8.897565210026093,75.13333333333334,61.093299897119344,5.3323905769363735,6,220
84,34,49.04166666666667,9.23573411929026,49.833333333333336,11.540989751509377,57.166666666666664,41.30484825102881,7.101213730031786,6,221
85,33,40.69230769230769,4.906963274300105,43,10.535653752852738,43,38,5.744562646538029,2,222
86,40,91.85714285714286,27.604030634829943,62,22.271057451320086,71.83333333333333,50.03703703703704,12.399168076876242,3,224
87,26,260.375,252.89341257731488,44.75,15.266384640772026,56.916666666666664,33.97265625,7.499689731537961,4,225
88,4,7,3.6005951888938745,6,2,6,5,1.224744871391589,2,226
89,16,25.68,7.9053197278794505,24.8,5.851495535331117,29.15,19.99328,3.3370098653734894,5,227
90,56,68.1,6.9188600939750184,73.6,13.786950351691269,79.6,64.53824,9.080699185767548,5,228
91,9,13.5,4.9749371855331,13.5,2.806243040080456,15.5,11.0859375,1.747888653803139,4,229
92,1,1,0,1,0,1,1,0,1,230
93,42,54.03333333333333,7.549694622227371,54.666666666666664,11.737877907772672,59.333333333333336,48.00000000000001,6.765927710061492,3,232
94,66,82.87912087912088,11.349272038938228,80.76923076923077,6.57050969355773,88.87820512820512,72.81493428425155,4.38224795612975,13,233
95,52,60.72727272727273,5.890051973151957,64,8.573214099741124,68.33333333333333,57.80078125,5.221963772341631,4,234
96,32,40.203125,5.63516334439107,45.125,9.590848502609141,48.660714285714285,38.43315041065216,6.662651300962616,8,235
97,29,50.599999999999994,14.249210504445502,43.4,11.113955191559844,51.5,35.416,6.009251534093084,5,236
98,7,19,15.874507866387544,11,4,12.833333333333334,8.814814814814815,2.2777024980032285,3,238
99,22,176,67.27472697000627,36.666666666666664,14.757295747452437,44,28.518518518518523,7.875749795559137,3,239
100,25,25,0,25,0,25,25,0,1,242
101,33,42.72596153846154,6.2657750678824415,47.875,11.413396733663472,52.26785714285714,40.212668657302856,7.422586141077007,8,244
102,33,39.44642857142857,4.261862304067768,42.5,9.578622030334008,42.5,37.75,5.0682837331783235,2,245
103,30,70.33333333333334,25.718994277900276,48.33333333333333,9.052317076000179,60.333333333333336,37.825081447187934,4.160863988510498,6,246
104,17,32.84375,12.48351451978268,26.75,8.112490369793976,31.916666666666668,21.36328125,4.52649096800142,4,247
105,61,71.25568181818181,6.2427813749629,78.27272727272728,10.499901613077025,82.03636363636363,69.6979418060942,8.580619286631208,11,248
106,38,42.083333333333336,3.144729386873641,47.333333333333336,6.599663291074443,49.333333333333336,42.74074074074074,4.443827117620928,3,249
107,96,116.20486111111111,11.190272521894265,117.08333333333333,12.301479134189062,127.1590909090909,106.12009054258809,9.628394822820152,12,250
108,14,20.25,5.625,19,4.847679857416329,19,16.5,2.598076211353316,2,252
109,11,15.5,4.9749371855331,15.5,4.286607049870562,17.5,13.09375,2.6143758217784985,4,253
110,27,36,6,36,11.853269591129697,36,31.5,7.22841614740048,2,254
111,64,106.66666666666666,20.873839410064736,93.33333333333333,22.234857518969825,111.66666666666667,76.68502350743128,12.040117906720118,12,255
112,36,45.696969696969695,6.406302375912271,50.54545454545455,7.041787902195304,54.800000000000004,43.12227078546872,5.385192272165176,11,256
113,44,60.80555555555556,9.575563812387388,62.33333333333333,12.66008600988863,70.6,52.52049039780522,8.227137663572114,6,257
114,158,194.11111111111111,17.850689604089915,186.88888888888889,10.78941715913074,203.98290598290598,171.00484343802933,8.293596704325175,27,258
115,104,132.38009049773757,14.331698122773279,130.35294117647058,19.652341663831624,144.30514705882354,115.99383226538109,12.602160168638552,17,259
116,99,124.74107142857143,12.355196231698963,125.57142857142857,20.837564196245516,138.1904761904762,111.32195161636977,13.021003905774794,7,260
117,157,206.23076923076923,24.38352339219563,187.76923076923077,10.864959147558103,208.44615384615386,170.50983383207182,8.790037277595845,26,261
118,42,49.63636363636364,5.440477726847023,54,6.928203230275509,57.45238095238095,47.94030184216246,4.294400414850465,7,263
119,28,40.15,7.7276937051102115,41.5,14.633010626661896,47.166666666666664,34.3203125,8.913590040064875,4,264
120,66,72.7008547008547,4.794142202435409,78.44444444444444,6.696230743697495,80.48611111111111,72.56450648380654,5.89346650989052,9,265
121,57,73.28846153846155,9.216080213496033,76.25,9.954584371032274,84.39285714285714,65.97671717405319,6.435413153081929,8,268
122,63,78.47619047619048,9.12896803834915,81.57142857142857,8.541614816500998,89.21978021978023,71.78894934109147,5.519067600543666,14,269
123,87,111.53365384615384,12.649271232500281,110.625,15.13016440756676,122.51785714285714,97.85958403348923,9.576169754425473,8,270
124,14,44.857142857142854,28.711087241904387,24.285714285714285,7.537660547584526,31.66666666666667,18.268729137397806,3.9604902211154664,7,272
125,6,14.333333333333332,11.547005383792515,9.333333333333334,2.494438257849294,10.833333333333334,7.518518518518519,1.3435820109049663,3,274
126,42,48.15340909090909,3.9807011861262454,56.25,13.863170633011771,58.416666666666664,49.390625,10.69808275390385,4,276
127,61,93.19047619047619,17.514173794349098,83.28571428571428,12.01019974684783,96.5,70.85617630166246,6.972539362529668,7,277
128,2,2,0,2,0,2,2,0,1,278
129,60,69.2421875,6.797198829390643,71.375,7.328241603549927,75.98214285714286,65.6088907122612,5.31473332421118,8,279
130,29,41.041666666666664,7.891199290004524,41.75,9.90265116016918,47.25,34.953125,5.9776398130344885,4,280
131,17,102.33333333333333,95.85173736326095,27.666666666666664,9.683892697555967,32.833333333333336,21.77777777777778,5.035675197166517,3,281
132,22,137.5,50.51133536148099,33,14.679918255903198,33,27.5,8.958236433584458,2,282
133,5,6.125,1.8561553006146871,6.5,1.3228756555322954,6.5,5.75,0.82915619758885,2,287
134,181,198.6731884057971,8.62176640089075,209.03333333333333,7.8675846921967665,215.37356321839079,194.9965107817019,5.895931140020403,30,288
135,102,127.1275,14.073869426174165,123.85,7.413332583932816,136.0236842105263,111.89363635542433,4.555425682771623,20,289
136,89,104.05882352941177,10.004843117867905,104.05882352941177,5.905835481417004,111.55882352941177,96.17200536244525,4.710346802201093,17,290
137,12,24.5,12.374368670764582,17,5.612486080160912,17,14.5,3.278719262151,2,292
138,151,197.5288888888889,20.463289414523544,187.73333333333335,10.713335407591584,209.68275862068964,167.24720639463501,6.801303676948867,30,299
139,21,66.125,38.62570792231516,30.5,9.886859966642595,30.5,25.75,5.356071321407137,2,300
140,8,22,10.717445421537558,12,4.242640687119285,12,10,2.449489742783178,2,301
141,14,27.444444444444443,11.80778845985806,21.333333333333332,6.394442031083626,24.5,17.37037037037037,3.3460662160341403,3,303
142,144,182.997557997558,16.117962676981655,183.94871794871796,12.48388836743367,203.44736842105263,161.9431488268047,7.468000836289771,39,304
143,13,35.6875,21.615288643110922,21.25,5.356071321407137,26.083333333333332,16.60546875,2.5853798256297735,4,305
144,61,72.60714285714286,7.905918231546557,74.92857142857143,7.704689798944483,80.66483516483515,67.78070869059938,5.759154445802359,14,313
145,80,120.32167832167832,19.947697226954315,108.61538461538461,15.148964461650671,126.31410256410255,92.53068232902923,8.805234483525355,13,315
146,61,73.92307692307692,9.192227228485942,73.92307692307692,7.248750147316767,80.33974358974359,66.91476099049393,4.64058279654117,13,316
147,25,25,0,25,0,25,25,0,1,317
148,5,5,0,5,0,5,5,0,1,319
149,59,81.9090909090909,12.573450616505795,80,10.204165815979275,90.92857142857143,68.7128814458847,6.918346528557901,8,320
150,21,27.914285714285715,5.579282794540687,29.8,6.374950980203691,33.25,25.17952,4.157471896429365,5,321
151,10,14.083333333333332,4.378239541354662,13.5,3.278719262151,13.5,11.75,1.7853571071357126,2,323
152,63,76.88571428571429,7.185554021014753,84.6,14.466513056020101,91.35,73.624,10.69898238151643,5,324
153,5,11,8.831760866327848,8,1.9364916731037085,9.666666666666666,6.328125,1.0429029122478275,4,326
154,10,37,32.863353450309965,16,4.163331998932265,18.833333333333332,12.703703703703704,1.9209337007244338,3,327
155,38,53.041666666666664,9.370842699631371,52.25,10.18270592720815,58.75,44.59765625,6.145869609488631,4,329
156,23,33.5625,7.967749120150977,32.75,6.349212549600147,37.25,27.50390625,3.6752955311390862,4,330
157,60,109.37333333333333,30.997917636153847,81.46666666666667,13.156831769929347,97.37619047619049,68.96325246560141,7.073602710999717,15,331
158,6,7,1.632993161855452,8,1.632993161855452,8.5,7,1.1863420280034787,3,333
159,6,12.25,8.75,8.5,2.29128784747792,8.5,7.25,1.299038105676658,2,334
160,34,53.2,10.839926199010765,50,17.08800749063506,56.333333333333336,41.48148148148149,10.086185530018398,3,335
161,50,76.46875,15.537823212899305,69.25,11.273586385884485,80.60714285714286,58.44003868103027,6.1501431353148925,8,336
162,33,58.19047619047619,15.039953269989226,48.333333333333336,17.074997966487597,54.833333333333336,40.074074074074076,9.932833417420028,3,337
163,44,60.80555555555556,9.575563812387388,62.33333333333333,12.66008600988863,70.6,52.52049039780522,8.227137663572114,6,338
164,1,1,0,1,0,1,1,0,1,339
165,8,26.666666666666664,14.198591479439077,13.333333333333332,4.268749491621899,16,10.37037037037037,2.1282604294160934,3,342
166,92,116.57983193277312,11.860644412143193,119.85714285714286,14.798993346901426,132.1208791208791,105.14313453582801,10.417297620274642,14,349
167,27,28.484848484848484,1.716145104451889,31.666666666666668,3.5276684147527875,32.166666666666664,29.48148148148148,2.6993877271538658,3,352
168,47,53.46153846153846,4.647815056287316,59,7.171371656006362,61.26190476190476,53.153355683916935,6.162912532247695,7,353
169,38,46.45,6.1930292354477965,49.7,5.170106381884226,53.7,43.7464468176,3.7572247882040277,10,355
170,71,1313.5,297.0779000804607,106.5,49.32291556670185,106.5,88.75,30.169313880166385,2,359
171,14,59.5,25.357879620022047,21,9.027735042633894,21,17.5,5.5,2,364
172,4,8.5,5.275149844540242,7,1.5,9,5.265625,0.6432871515699656,4,365
173,20,140.33333333333331,132.8491207682192,32.666666666666664,14.575474072716965,38.833333333333336,25.66666666666667,8.178562764256874,3,374
174,27,59,21.014280858501916,43,13.682105101189656,52.75,33.96288,7.632136143020505,5,375
175,89,147.03571428571428,35.64502212148025,112.21428571428572,10.609247025542368,129.6868131868132,98.74993234818227,6.094961440074896,14,376
