tf_id,NC,LNK,SLC,MSC,IIC,lsm_l_frac_cv,lsm_l_msidi,lsm_l_pr,lsm_l_shape_cv,lsm_l_shdi
238,5,966,621523.997663107,126957.03282544282,0.01471423524848376,6.409764869476245,0.780134946854194,6,45.962285038359774,0.8646817737472641
239,6,304,1100974.0846194536,184487.99007956733,0.15326149671262415,6.236582160752531,0.5338036621602616,7,58.845780223397696,0.7387430242093114
242,5,137,1373408.1709037223,279040.9218083063,0.24577047231165183,6.5891527086906745,0.18938859386570292,5,64.74991866215002,0.3844978246896443
243,7,763,905906.3560841888,129664.30599564398,0.046384431692941375,6.4203422897017335,0.7833331397808337,5,43.861497057859374,0.8685752347918263
244,2,66,2238288.3136911923,1125197.3049260369,0.5764905619963354,6.888761008989808,0.5109330229794593,3,45.574603092746706,0.7082704073243576
245,1,165,2464442.8951967373,2464442.8951967373,0.5833816048447162,6.480354001129611,1.0185461748811786,7,42.504846601158896,1.2001378073714686
246,5,150,1548054.2031689235,310964.69974191475,0.26563696571394774,6.422184554919207,0.25753130138204045,4,53.552021294891915,0.45956320465910283
247,1,164,1373851.7693678632,1373851.7693678632,0.2988103693263337,5.924781566492488,0.6181563955721555,5,49.85098590877944,0.7309510283186706
248,1,88,2325613.73894381,2325613.73894381,0.6053665057481545,6.630920578662545,0.18688707694025716,5,62.52684061946296,0.38237226008885533
249,3,151,1590327.3143134075,531177.6103991809,0.306581664879523,6.690587833100342,0.3727921286061713,6,67.10027282949254,0.631038236174662
250,3,151,1590327.3143134075,531177.6103991809,0.306581664879523,6.024525340304985,0.33923381182738593,6,46.96290198240632,0.5753942104029484
252,2,191,1640444.6486618523,823408.8208350835,0.3084270072729554,6.525919437528761,0.9063721355740381,7,54.348934129211116,1.0902468589229564
253,4,257,610176.5846498063,159438.58466182972,0.046265094942500674,6.741008465820555,0.6893496821235837,5,51.552006181684455,0.8473303548575597
254,8,51,357539.02682822815,50000.6046636273,0.03010412428748651,7.0204732700728885,0.793928050599098,6,57.16013966600386,0.9537041650422802
255,8,55,357538.9933853901,50237.72705429947,0.02990169749504928,5.90172364171913,0.5321204914820288,5,59.52736845269361,0.7178172421055933
256,1,405,1606694.9014738873,1606694.9014738873,0.25925709639555733,5.742262607106147,0.29554713449334186,5,53.78219191022465,0.4707932252635553
257,1,424,1589200.6283441945,1589200.6283441945,0.25306235285173634,6.857266722775155,0.5100238467497143,6,58.62089527022252,0.7115753791411716
258,2,9,1913389.396397293,959434.991204323,0.715418125900809,7.079639611274583,0.9104431161420461,7,64.10167517829058,1.063660020009286
259,1,66,1893678.9293654836,1893678.9293654836,0.4878930994756159,6.778260550368734,0.9719766894198727,8,53.940500761436226,1.1684201418860223
260,1,64,2529858.7963587195,2529858.7963587195,0.6597734176770973,6.586548287405125,0.7486139553531628,8,46.80705660882823,0.9378109229379541
261,2,552,1274043.2835695157,637320.5882011475,0.09571349469278322,7.067149934388419,0.6836858772475196,7,64.32323449282949,0.9519999921949708
263,10,324,522851.0918366848,56164.99981269188,0.0166162385118163,6.38422948108693,0.24212775035442863,6,48.42304996290762,0.47676585675967065
264,5,29,1413682.651657652,290310.63201224274,0.26214182181042434,6.167419631092326,0.7982345295929602,7,56.29782412688441,0.884162044389259
265,4,223,1343299.79804196,340015.2764329,0.17484154921164613,6.337052208347375,0.726904267519595,7,52.07670049968677,0.898326642326917
268,1,107,2483242.574671866,2483242.574671866,0.6218908669856833,6.587925677459178,0.6857599290740761,3,69.88616422742507,0.8619200900884021
269,1,172,2059184.0927319343,2059184.0927319343,0.3944728841502528,5.691271214547129,0.16624237434235967,5,70.46239071931298,0.3654028400391555
270,1,98,2239566.2658481942,2239566.2658481942,0.5029837868668482,6.300743170897771,0.9538814292181661,6,50.19572879367675,1.1252234204681626
272,2,398,1259763.2199255324,650399.1350843627,0.1426395996541194,6.262121167770065,1.0954019706599243,7,45.673348880589366,1.1520356235517852
274,4,119,1211849.5394861172,373393.461851424,0.14902695103342925,6.398750091724407,0.16422723459751726,4,54.79604235319988,0.3037797142920088
276,1,273,1931935.3193484272,1931935.3193484272,0.2994057848617161,6.588510159034531,0.9455196281938316,9,50.00743356536106,1.0901838767246175
277,1,380,1781065.6642470423,1781065.6642470423,0.3135510769145483,5.705135014020478,0.8841436759262528,5,45.69846827488114,1.0062614060362454
278,2,784,1294506.8984760663,647294.0763119921,0.09828747268714659,6.069398148829714,0.6761233074640269,10,37.107197508262395,0.9191431136135009
279,2,298,1453612.5371048043,815956.2547797759,0.2101511405302415,5.86721604661184,0.3869432563875833,3,53.8469602076682,0.609475948670333
280,2,89,1727201.2091149504,871227.7948285708,0.3597257975111938,6.3442551238228715,0.24719211147845707,4,47.563923513668556,0.44327448054781426
281,5,557,1173455.545978118,235687.78872529106,0.06606567727863998,6.820000972181114,1.2846009955263256,6,51.32902413342343,1.365099883776717
282,1,135,2447607.2084864457,2447607.2084864457,0.6176679029371233,6.626927356246664,0.3143108983748384,3,48.09211443828898,0.530989632974958
283,2,247,1713594.1639937393,895591.878635011,0.2853190336829336,6.06194930486204,0.19387984730496358,4,35.860908887977075,0.366072260091845
287,3,129,994674.1602884308,339889.59177009924,0.10361831104542017,7.295799022279445,0.44841162854487476,4,60.01980097848734,0.6666674868112936
288,2,796,1283487.68436775,643251.1801267412,0.10233610479942355,6.577721741782486,0.6846121265286967,6,42.618941139953606,0.9016488517299766
289,1,89,2634414.164451727,2634414.164451727,0.706599524674012,6.468729004257249,1.0878863919703583,6,43.945959171436165,1.2897187080945547
290,2,229,2381402.1140197325,1242601.0299446005,0.57723425768795,6.292889465283786,0.6834800057887541,7,41.390119970681255,0.9883338015695198
292,6,55,1370668.489154125,229447.30685779147,0.20343896235951675,6.166503649205009,0.19696353662056795,5,51.99535852278355,0.37212817695794354
300,3,682,692950.3586675717,231643.42997712933,0.014110817362217136,5.722269855983089,0.4929434653400336,5,46.66358679067176,0.7294452416129324
301,1,215,1935983.8422681715,1935983.8422681715,0.3765094550093689,6.340539464773064,1.2989371385854251,8,45.421986175945776,1.4218667008987178
303,1,129,2249491.5375858922,2249491.5375858922,0.5002524994523825,7.322752994354471,0.7373251226248921,5,57.39469720941548,0.9170893919817209
304,5,182,613212.9207812854,125248.95574156735,0.04883392362474779,6.291119087462765,0.7356497285405792,8,45.60771462708316,0.9590466934860857
305,1,48,2261932.3311777436,2261932.3311777436,0.5541392121385851,6.756707355297903,0.8458250175807805,6,47.45155522287003,0.9861812690898558
307,3,318,1016126.8144556517,340587.9812750739,0.07554931402156048,6.203749332883095,0.8919047350342775,5,38.94987139037502,0.9981027332624228
308,1,363,1995400.2272454628,1995400.2272454628,0.3532298105655138,6.6138895561887,0.8302648822529951,8,46.00104225657197,0.965873209384233
309,3,65,1337073.3663239914,461400.94202727923,0.20447013741548606,6.743560444600069,1.0354379687339312,5,46.1073263692337,1.2147186059166124
313,2,150,1354108.6862232639,707098.4431909228,0.19067590038665586,6.3770943557443935,0.42960065786705376,6,48.70334336097594,0.5828372931474702
315,1,64,2388102.4432379813,2388102.4432379813,0.5780957400491531,6.3429219601547455,0.7969497599280091,5,50.07722749800322,0.9423012800236444
316,1,99,2369812.1670786734,2369812.1670786734,0.5515516018033988,6.598691740818709,0.8399618161822362,5,49.31480125584818,0.9869247900292016
318,1,59,2136729.7646548306,2136729.7646548306,0.5182764834517525,6.568758036552613,0.8061397242149729,5,55.566864657527084,0.9456543493545151
319,1,29,2168954.010488227,2168954.010488227,0.5987771849435979,6.14959206630216,0.38785319792960227,5,38.038408780114366,0.6673878077329531
320,1,254,1281047.598621652,1281047.598621652,0.13211378780155936,7.060440338670536,0.7389447933791421,7,48.37335047430553,0.9105218621479416
321,2,648,1680155.0817603557,842665.861939334,0.1774525281270836,6.25864387674339,0.7944788943958243,6,42.30261253392469,0.9010802661696633
323,1,685,1334514.5726497178,1334514.5726497178,0.0864500205180723,5.605395721966845,0.2059958510307624,4,60.80249533568173,0.34466066391323985
324,2,584,1482473.3906949817,741336.37228914106,0.14079679130710465,6.005223619893287,0.704546097150059,5,46.47826553118643,0.8035431078707744
326,3,415,1349157.3471524022,451975.355755769,0.11818104190934767,6.781750414589741,0.7848524622505743,5,54.07000928211062,0.919561032204196
327,2,662,1525801.4996793433,763000.4260859701,0.1353176410610953,6.663567794101344,0.6772777972820224,5,45.53470482798946,0.8227491837932825
329,1,93,1988869.8189582198,1988869.8189582198,0.41202036803247405,5.482476916999487,0.4342028617471672,5,54.87250934373529,0.6363684270539846
330,1,222,1863715.2205743915,1863715.2205743915,0.2988265095002549,6.825232370103406,0.46250459566371815,7,68.20818271463257,0.7090296305165444
331,7,106,618603.1409806699,110292.27215183915,0.03179676437431912,6.140222764522188,1.0261167140600986,6,33.19377995703763,1.2121309009302326
333,4,49,1256831.9060083746,317655.2148039693,0.20471904782347244,5.9313536755521215,0.48822941598543756,3,47.133915016330334,0.6947445341268121
334,1,237,1915694.8271761513,1915694.8271761513,0.35730682189322027,6.172572708144743,0.4358650127300517,4,55.10739652446417,0.6350377151844206
335,1,238,1931739.7944950531,1931739.7944950531,0.3643289993792582,6.962322317844348,0.37047513315156627,3,72.35894688816775,0.586771746383758
336,1,169,2252218.4589557806,2252218.4589557806,0.46925222925689836,5.974151433869239,0.6420342244249211,4,47.96514540678415,0.7872064293098482
337,1,26,1985983.712447622,1985983.712447622,0.5090124665604564,6.951606515448708,0.4487000463749339,4,62.36080503472917,0.6675670896136439
338,1,179,1947708.9724207737,1947708.9724207737,0.38334577164968076,6.834521201518376,0.588940849463055,6,58.69568394900024,0.7793472507515014
339,1,183,1943007.5974691152,1943007.5974691152,0.30287871918080367,5.541813796116873,0.23249153461542685,5,76.67436315794609,0.4200494217483642
342,1,288,1799612.73549964,1799612.73549964,0.28453148154585833,6.317825053272052,0.04309454432526963,5,51.26796183686395,0.11852278405408953
343,1,121,2220672.7710177302,2220672.7710177302,0.4836369520425654,6.161144663429049,0.5222840000480445,6,40.83367143226406,0.6963837983039239
344,1,677,1362563.369173099,1362563.369173099,0.10701141098398727,6.318079564292836,0.4464201186357202,7,36.2994437514416,0.7224083206732748
345,2,44,2106597.1223402196,1056787.2362647222,0.4681477962860351,6.322030530229635,0.30681252235684897,5,53.4313660861056,0.5150329290347999
346,17,763,37666.726640131004,7402.680534954797,1.1002978821629462e-4,6.246655181648373,0.5900382981457988,8,47.06705030030852,0.9041186683836671
347,1,325,2380218.0093717542,2380218.0093717542,0.4133724949148458,5.912474444185492,0.32489178965225823,7,40.61070968924536,0.5711240880238059
348,17,296,28269.977099338364,5348.220477649955,1.480216329515873e-4,6.327286692264481,0.09476740054085948,5,53.826206192834746,0.23911635164174366
349,7,137,235177.4163387909,53752.595321691544,0.010799511023379154,6.231365589490767,0.10437247439849892,4,48.85589200446922,0.25560958907082776
352,2,289,1961702.9851398799,981849.0282467072,0.29663876014652346,5.728657326740384,0.8337193014317869,4,43.3670016608393,0.9362588093940548
353,1,122,2039494.0596687533,2039494.0596687533,0.42101165461059975,6.3273404640664985,0.7475406768898394,6,47.602022133456,0.8674033503877234
355,2,114,1788831.3057384018,894565.1755059313,0.3698874628632491,6.1307743085684105,0.6297832342740113,6,58.00346679356082,0.7929143009046689
356,1,73,2012401.5655164863,2012401.5655164863,0.3591933749457906,6.221629698102477,1.0400188439903502,6,49.82475228861583,1.0971456707514688
357,15,303,78363.0258813047,10602.816673340123,3.676067358930842e-4,6.743220086671119,0.9956865046368277,7,48.426494639863115,1.1711025430180393
359,5,250,1207771.2205246512,244370.78802828453,0.16441258873531778,6.224132005668369,1.1297908341810028,6,45.43444719196912,1.2548131045522029
363,16,87,10064.219640050553,1931.1634213137677,3.296851832083278e-5,6.438187714569619,0.26931221346324313,7,41.732564310466316,0.49052507804938167
364,1,143,2203286.237843649,2203286.237843649,0.48756814544760385,6.604447985257987,0.2128717614175791,4,79.8794121864461,0.39304560669693644
365,2,303,1742977.884591626,873805.5956063588,0.22713472149277392,6.734508035884152,0.1782668158354827,5,49.716780616255555,0.3569500301186196
368,4,230,1063666.0361402398,266165.5944822783,0.13976985086664998,6.205391552873418,1.0431257928973399,6,49.635070813471955,1.0983660461888094
374,1,61,2529219.592797622,2529219.592797622,0.6499494024118322,6.346684086021456,1.067115484417247,10,41.720302097750405,1.1777112116011172
375,3,41,1075851.0397887307,358816.2541964452,0.21277355862861905,6.874912556781484,0.7155384824740189,5,52.22694585221163,0.8850328346790304
376,3,148,1946776.7403005199,649025.2574578614,0.3810530169037727,6.374202653213045,0.3923267778199012,3,45.57814573880613,0.5679733012448953
378,1,228,2159841.0331159737,2159841.0331159737,0.47048308360096314,5.799460970532162,0.4158202646936861,4,42.03522846040109,0.6410150357432401
379,1,455,1666199.8609890952,1666199.8609890952,0.17518430525789955,6.211015466737497,0.321089865027761,3,44.07887554637953,0.5370818225621683
385,4,472,143099.34226207982,39086.11615850692,0.0016200586239622928,6.268859308144712,0.2789185053842436,5,44.33384884514209,0.47897194945946175
386,1,556,1395580.8078246003,1395580.8078246003,0.16585193152985717,6.244740061672505,0.28147545829127146,5,45.16886090609951,0.48265218755347555
387,1,362,1675696.7172552173,1675696.7172552173,0.25677354492117277,6.244740061672505,0.28147545829127146,5,45.16886090609951,0.48265218755347555
388,1,239,2042196.133432666,2042196.133432666,0.4355576500071626,6.211033470318847,0.7661775677390488,7,56.994199245387634,0.9249107276575242
389,1,160,1616241.7255557696,1616241.7255557696,0.14785457729837387,6.230708806270547,0.9254597963919,7,40.50977139974041,1.1527660748476065
390,2,299,1654921.6243419894,827801.5843141931,0.2652483957235955,6.130759048721094,0.7950949395712037,5,34.52639685938833,0.8825872480201623
391,2,186,1677798.2465911633,842032.0370709426,0.3679181928761877,5.959090245908201,0.792418239083724,5,34.22087072487153,0.8806337865169145
392,9,150,114999.49780967797,18386.92753358859,0.0013463083879526761,6.19404318401948,0.37380996780177494,7,70.46647418816141,0.6502224382349874
393,2,166,1970202.4080486712,985151.0401425691,0.4093886780530329,6.172815893446628,0.3815553438561399,7,69.6061505614285,0.6618999756763732
394,2,131,2109922.004522693,1054967.604283484,0.47412470226295883,6.38756527136032,0.5544107372038748,7,51.08921349854222,0.8251291996578425
395,2,134,1998216.6053483917,999270.5015605724,0.3914276220071099,5.874765711824851,0.03201336173778912,4,54.68509044865097,0.0933762107966852
